building_id,load_type,ashrae_climate_zone,vintage,building_type,location,area_sqm,annual_heating_cooling_ratio,chw_annual_load,chw_cooling_hour_ratio,chw_cooling_hours,chw_data_coverage,chw_max_load,chw_max_load_gt0,chw_max_load_per_area,chw_mean_load,chw_mean_load_gt0,chw_median_load,chw_median_load_gt0,chw_min_load,chw_min_load_gt0,chw_pct_below_10pct_max,chw_pct_below_20pct_max,chw_pct_below_30pct_max,chw_pct_below_40pct_max,chw_pct_below_50pct_max,chw_pct_below_60pct_max,chw_pct_below_70pct_max,chw_pct_below_80pct_max,chw_pct_below_90pct_max,chw_q25_load,chw_q75_load,chw_valid_hours,heat_recovery_heating_fraction,hhw_annual_load,hhw_data_coverage,hhw_heating_hour_ratio,hhw_heating_hours,hhw_max_load,hhw_max_load_gt0,hhw_max_load_per_area,hhw_mean_load,hhw_mean_load_gt0,hhw_median_load,hhw_median_load_gt0,hhw_min_load,hhw_min_load_gt0,hhw_pct_below_10pct_max,hhw_pct_below_20pct_max,hhw_pct_below_30pct_max,hhw_pct_below_40pct_max,hhw_pct_below_50pct_max,hhw_pct_below_60pct_max,hhw_pct_below_70pct_max,hhw_pct_below_80pct_max,hhw_pct_below_90pct_max,hhw_q25_load,hhw_q75_load,hhw_valid_hours,max_heating_load_after_heat_recovery,max_temp,mean_temp,median_temp,min_temp,q10_temp,q20_temp,q25_temp,q30_temp,q40_temp,q50_temp,q60_temp,q70_temp,q75_temp,q80_temp,q90_temp,ratio_of_peak_heating_and_cooling,simultaneous_heating_and_cooling_hour_ratio,simultaneous_heating_and_cooling_hours
31,simulation,5A,2020s,HotelLarge,Chicago,11000,0.22,849021947.75,81.54,7143.0,100.0,571984.55,571984.55,50.42,96920.31,118860.7,12809.98,36787.53,0.0,101.0,62.45,68.57,73.45,78.84,85.25,92.69,97.18,99.29,99.81,1808.03,189674.42,8760.0,0.07,188985456.71,100.0,66.0,5782.0,519305.59,519305.59,45.77,21573.68,32685.14,1437.97,21674.71,0.0,0.02,84.1,97.65,99.34,99.63,99.65,99.7,99.7,99.76,99.78,0.0,34990.95,8760.0,519305.59,39.58,11.39,12.0,-27.05,-4.68,1.58,3.92,6.0,9.0,12.0,15.42,19.0,21.0,22.42,26.03,0.91,47.59,4169.0
32,simulation,5C,2000s,HotelLarge,Port Angeles,11000,1.41,441141683.83,63.53,5565.0,100.0,552495.92,552495.92,48.7,50358.64,79270.74,7343.36,27905.54,0.0,148.02,74.86,82.84,88.57,92.69,95.76,97.57,99.04,99.87,99.99,0.0,56160.76,8760.0,0.24,620949851.36,100.0,100.0,8760.0,162566.93,162566.93,14.33,70884.69,70884.69,68220.71,68220.71,1464.33,1464.33,4.91,11.72,26.85,46.72,62.13,76.08,88.52,96.97,99.67,47367.84,95791.49,8760.0,162566.93,29.58,9.26,9.0,-5.36,2.98,4.58,5.58,6.0,7.42,9.0,10.42,12.0,12.58,13.58,16.58,0.29,63.53,5565.0
33,simulation,1A,2020s,HotelLarge,Miami,11000,0.0,2854087295.08,100.0,8760.0,100.0,591831.33,591831.33,52.17,325809.05,325809.05,347448.14,347448.14,5063.07,5063.07,2.55,7.44,14.22,21.22,32.95,53.76,78.82,90.84,97.93,259867.71,402074.34,8760.0,1.0,323480.03,100.0,15.19,1331.0,5963.0,5963.0,0.53,36.93,243.04,0.0,83.7,0.0,0.02,98.42,99.42,99.78,99.86,99.92,99.95,99.97,99.97,99.98,0.0,0.0,8760.0,-1347.6,35.35,24.51,25.1,5.25,18.3,21.53,22.45,23.01,24.19,25.1,26.1,26.99,27.55,28.26,29.65,0.01,15.19,1331.0
34,simulation,3C,2000s,OfficeLarge,San Jose,46000,0.18,2426393146.56,76.99,6744.0,100.0,2243807.93,2243807.93,48.44,276985.52,359785.46,63513.77,185391.81,0.0,0.01,64.29,76.37,83.74,89.59,93.16,97.67,99.0,99.6,99.94,0.42,417413.46,8760.0,0.24,433077069.37,100.0,43.52,3812.0,1390243.57,1390243.57,30.01,49438.02,113608.88,0.0,57417.95,0.0,0.79,86.64,95.07,98.33,99.34,99.69,99.86,99.97,99.98,99.98,0.0,37433.71,8760.0,1390243.57,34.9,14.88,14.65,0.35,8.3,10.6,11.58,12.41,13.55,14.65,15.75,16.91,17.83,19.0,22.17,0.62,31.54,2763.0
35,simulation,3C,2000s,OfficeLarge,San Francisco,46000,0.31,1421695827.21,73.03,6397.0,100.0,1587960.4,1587960.4,34.28,162294.04,222244.15,14539.21,98490.03,0.0,0.01,69.7,81.08,87.91,92.82,95.4,97.18,98.28,99.11,99.85,0.0,223886.44,8760.0,0.24,442024535.43,100.0,46.77,4097.0,1064390.0,1064390.0,22.98,50459.42,107889.81,0.0,62462.41,0.0,1.62,82.37,91.39,97.2,99.13,99.66,99.86,99.92,99.97,99.99,0.0,51696.14,8760.0,1064390.0,32.55,13.79,13.48,2.84,9.29,10.77,11.35,11.74,12.68,13.48,14.36,15.28,15.89,16.7,18.9,0.67,33.73,2955.0
36,simulation,2A,2020s,OfficeLarge,Houston,46000,0.01,3806479471.36,69.53,6091.0,100.0,2314362.25,2314362.25,49.96,434529.62,624935.06,142978.84,494600.61,0.0,0.03,52.66,63.45,72.56,78.22,83.4,89.6,99.52,99.91,99.98,0.0,771419.64,8760.0,0.06,53533966.88,100.0,14.01,1227.0,673636.3,673636.3,14.54,6111.18,43629.96,0.0,12516.39,0.0,0.02,97.09,98.53,99.32,99.77,99.9,99.93,99.95,99.98,99.99,0.0,0.0,8760.0,673636.3,39.4,20.36,21.91,-6.1,8.26,12.82,14.75,16.7,19.43,21.91,23.9,25.35,26.24,27.18,30.1,0.29,6.79,595.0
37,simulation,3C,2020s,Hospital,San Jose,22000,0.36,3289212968.83,100.0,8760.0,100.0,1408960.88,1408960.88,62.8,375480.93,375480.93,264178.56,264178.56,44478.46,44478.46,15.51,53.63,71.52,81.37,87.26,90.08,92.29,94.08,97.18,182896.55,463447.45,8760.0,0.91,1198857141.48,100.0,100.0,8760.0,336327.84,336327.84,14.99,136855.84,136855.84,134075.78,134075.78,30552.81,30552.81,0.05,1.96,19.47,50.64,81.2,93.3,97.13,99.02,99.9,109233.95,157419.89,8760.0,276034.62,34.9,14.88,14.65,0.35,8.3,10.6,11.58,12.41,13.55,14.65,15.75,16.91,17.83,19.0,22.17,0.24,100.0,8760.0
38,simulation,5A,2000s,OfficeLarge,Buffalo,46000,0.76,2467030572.0,48.37,4237.0,100.0,2498062.98,2498062.98,53.93,281624.49,582258.81,0.0,469978.51,0.0,0.0,66.3,77.17,85.49,90.1,93.31,95.66,98.87,99.67,99.85,0.0,451594.67,8760.0,0.01,1873297877.84,100.0,56.15,4919.0,2288704.76,2288704.76,49.41,213846.79,380829.01,7325.24,209453.57,0.0,1.51,73.14,82.05,87.88,92.01,95.74,98.06,99.29,99.77,99.93,0.0,266784.65,8760.0,2288704.76,31.24,9.05,9.4,-18.19,-5.64,-0.35,1.35,2.8,6.05,9.4,12.84,16.06,17.55,19.01,22.45,0.92,14.54,1274.0
39,simulation,2A,2000s,OfficeLarge,Houston,46000,0.06,8571800920.3,98.49,8628.0,100.0,3351492.25,3351492.25,72.35,978516.09,993486.43,891930.23,908847.18,0.0,0.26,34.2,43.64,53.78,64.62,74.73,86.59,93.71,97.74,99.61,93506.17,1683614.47,8760.0,0.26,472948751.32,100.0,31.3,2742.0,2066529.56,2066529.56,44.61,53989.58,172483.13,0.0,64337.48,0.0,0.29,91.37,95.68,98.01,99.03,99.55,99.81,99.91,99.95,99.98,0.0,5079.47,8760.0,2066449.84,39.4,20.36,21.91,-6.1,8.26,12.82,14.75,16.7,19.43,21.91,23.9,25.35,26.24,27.18,30.1,0.62,29.81,2611.0
40,simulation,1A,2000s,OfficeLarge,Miami,46000,0.0,11848239201.05,100.0,8760.0,100.0,3061699.57,3061699.57,66.1,1352538.72,1352538.72,1393692.09,1393692.09,901.22,901.22,11.74,19.16,29.11,39.25,55.76,67.87,88.06,94.61,98.49,782175.04,1951993.45,8760.0,0.81,38715347.11,100.0,11.6,1016.0,498380.36,498380.36,10.76,4419.56,38105.66,0.0,10546.24,0.0,0.78,97.24,98.65,99.22,99.46,99.74,99.89,99.93,99.95,99.99,0.0,0.0,8760.0,487176.07,35.35,24.51,25.1,5.25,18.3,21.53,22.45,23.01,24.19,25.1,26.1,26.99,27.55,28.26,29.65,0.16,11.6,1016.0
41,simulation,2A,2020s,OutPatientHealthCare,Houston,4000,0.11,1222099992.63,99.98,8758.0,100.0,428969.55,428969.55,112.77,139509.13,139540.99,113730.99,113748.73,0.0,36.06,19.51,34.57,58.03,72.59,77.71,82.67,87.97,92.53,98.45,62370.07,189564.74,8760.0,0.93,134000620.21,100.0,100.0,8760.0,111253.0,111253.0,29.25,15296.87,15296.87,11696.98,11696.98,3422.13,3422.13,47.2,80.51,92.15,96.66,98.61,99.41,99.75,99.89,99.95,7017.19,19096.32,8760.0,108506.3,39.4,20.36,21.91,-6.1,8.26,12.82,14.75,16.7,19.43,21.91,23.9,25.35,26.24,27.18,30.1,0.26,99.98,8758.0
42,simulation,4B,2000s,HotelLarge,Albuquerque,11000,0.53,1439196112.2,81.19,7112.0,100.0,686574.85,686574.85,60.52,164291.79,202361.66,80493.1,155887.62,0.0,732.69,47.66,57.35,64.94,72.21,79.43,86.23,92.02,96.99,99.58,8322.72,301452.68,8760.0,0.15,764118919.15,100.0,99.24,8693.0,398956.92,398956.92,35.16,87228.19,87900.49,24751.29,25254.46,0.0,0.02,57.1,64.08,69.61,75.07,80.72,86.43,91.36,95.47,98.68,7618.61,158849.8,8760.0,398956.92,38.65,13.68,13.73,-8.47,0.46,3.76,5.35,7.16,10.46,13.73,17.02,19.89,21.27,22.84,26.99,0.58,80.42,7045.0
43,simulation,3A,2000s,HotelLarge,Sacramento,11000,0.28,1482033419.97,81.88,7173.0,100.0,753352.46,753352.46,66.4,169181.9,206612.77,95228.17,164777.81,0.0,889.05,46.75,57.24,66.18,72.73,81.62,90.57,96.59,99.13,99.86,8981.21,323719.96,8760.0,0.49,421168865.57,100.0,99.79,8742.0,130186.09,130186.09,11.47,48078.64,48177.63,42768.47,42863.82,0.0,0.01,12.12,26.46,45.31,59.83,71.55,80.31,88.95,95.1,98.49,25107.87,69850.2,8760.0,130186.09,42.0,15.9,14.42,-1.58,6.42,9.0,10.0,11.0,12.83,14.42,16.58,19.25,21.17,23.17,28.17,0.17,81.68,7155.0
44,simulation,3A,2000s,Hospital,Atlanta,22000,0.27,8487501493.63,99.99,8759.0,100.0,2904596.57,2904596.57,129.46,968892.86,969003.48,964176.12,964202.97,0.0,17713.25,5.75,23.3,41.56,68.52,84.03,94.04,98.39,99.33,99.84,603677.24,1269253.31,8760.0,0.96,2276951814.22,100.0,100.0,8760.0,641141.51,641141.51,28.58,259926.01,259926.01,251633.47,251633.47,53350.56,53350.56,0.05,1.35,16.75,53.52,82.21,94.25,97.99,99.68,99.94,210038.85,299138.7,8760.0,588189.59,36.7,16.65,17.66,-12.55,4.11,8.26,10.11,11.81,14.89,17.66,20.42,22.45,23.48,24.65,28.09,0.22,99.99,8759.0
45,simulation,5A,2020s,Hospital,Buffalo,22000,0.65,2580581941.23,100.0,8760.0,100.0,1488990.76,1488990.76,66.37,294586.98,294586.98,146160.8,146160.8,441.66,441.66,50.18,65.49,75.88,82.65,87.92,92.04,94.73,96.85,99.18,54846.57,429273.75,8760.0,0.55,1664863502.44,100.0,100.0,8760.0,516546.73,516546.73,23.02,190052.91,190052.91,169659.77,169659.77,66969.42,66969.42,0.0,8.09,42.59,63.48,79.28,91.78,97.84,99.59,99.95,131022.02,242684.91,8760.0,515756.7,31.24,9.05,9.4,-18.19,-5.64,-0.35,1.35,2.8,6.05,9.4,12.84,16.06,17.55,19.01,22.45,0.35,100.0,8760.0
46,simulation,3A,2020s,OutPatientHealthCare,Atlanta,4000,0.14,829862985.74,99.29,8698.0,100.0,374386.55,374386.55,98.42,94733.22,95408.48,69549.21,70230.45,0.0,13.92,34.68,52.79,71.23,79.17,84.21,88.58,91.56,94.6,97.98,23460.32,125630.25,8760.0,0.78,118315751.98,100.0,100.0,8760.0,172034.46,172034.46,45.22,13506.36,13506.36,8596.74,8596.74,3149.76,3149.76,78.65,93.11,97.15,98.68,99.39,99.73,99.81,99.92,99.97,5690.58,15087.09,8760.0,172034.46,36.7,16.65,17.66,-12.55,4.11,8.26,10.11,11.81,14.89,17.66,20.42,22.45,23.48,24.65,28.09,0.46,99.29,8698.0
47,simulation,8,2000s,OfficeLarge,Fairbanks,46000,3.33,1202792725.79,30.21,2646.0,100.0,1453006.39,1453006.39,31.37,137305.11,454570.19,0.0,452651.3,0.0,0.01,79.12,80.55,84.18,88.76,92.85,95.88,97.48,98.62,99.68,0.0,3422.34,8760.0,0.0,4008388792.38,100.0,67.89,5947.0,3172912.98,3172912.98,68.5,457578.63,674018.63,85491.43,320245.07,0.0,2.72,65.94,73.76,79.02,84.21,89.2,93.69,97.48,99.28,99.91,0.0,704379.88,8760.0,3172912.98,30.0,-1.44,-0.38,-38.3,-22.34,-17.16,-14.65,-11.91,-6.45,-0.38,5.64,10.18,11.91,13.62,17.34,2.18,9.2,806.0
48,simulation,3B,2020s,OutPatientHealthCare,El Paso,4000,0.12,751680751.67,99.97,8757.0,100.0,319627.66,319627.66,84.02,85808.3,85837.7,65301.27,65325.91,0.0,55.96,30.57,49.04,69.81,77.25,82.71,86.96,90.87,95.34,98.95,23076.07,115657.07,8760.0,0.91,89714416.71,100.0,100.0,8760.0,108589.27,108589.27,28.55,10241.37,10241.37,7034.06,7034.06,1854.11,1854.11,71.53,91.46,96.39,98.31,99.17,99.6,99.76,99.9,99.95,4845.88,11718.34,8760.0,106923.82,38.9,17.98,18.47,-4.64,5.46,9.08,10.71,12.16,15.35,18.47,21.35,23.76,25.11,26.66,30.25,0.34,99.97,8757.0
49,simulation,4B,2000s,OfficeLarge,Albuquerque,46000,0.18,2928576199.86,61.11,5353.0,100.0,2082007.66,2082007.66,44.95,334312.35,547090.64,37999.94,414604.36,0.0,0.0,60.59,69.5,77.12,83.41,87.77,91.06,96.61,98.8,99.77,0.0,563436.4,8760.0,0.03,538876043.17,100.0,43.13,3778.0,1381840.49,1381840.49,29.83,61515.53,142635.27,0.0,49463.79,0.0,2.15,86.26,91.38,95.4,97.83,98.87,99.5,99.83,99.92,99.97,0.0,27121.85,8760.0,1381840.49,38.65,13.68,13.73,-8.47,0.46,3.76,5.35,7.16,10.46,13.73,17.02,19.89,21.27,22.84,26.99,0.66,15.62,1368.0
50,simulation,3B,2000s,HotelLarge,San Diego,11000,0.25,1860346568.43,90.68,7944.0,100.0,846994.22,846994.22,74.66,212368.33,234182.6,175136.86,198710.39,0.0,361.97,33.13,48.74,65.09,75.48,85.23,91.14,95.46,98.07,99.5,46222.7,334662.28,8760.0,0.58,461448480.23,100.0,100.0,8760.0,298189.55,298189.55,26.28,52676.77,52676.77,40998.73,40998.73,0.14,0.14,27.05,74.33,87.71,92.17,94.6,96.71,98.32,99.33,99.76,28617.56,60413.8,8760.0,298189.55,36.42,16.01,16.0,1.83,10.42,12.0,13.0,13.42,14.83,16.0,17.0,18.0,18.58,19.83,22.0,0.35,90.68,7944.0
51,simulation,4B,2000s,OutPatientHealthCare,Albuquerque,4000,0.38,833651813.27,99.86,8748.0,100.0,355892.99,355892.99,93.56,95165.73,95296.27,83247.71,83444.59,0.0,27.03,36.45,46.12,61.62,76.95,83.88,88.8,93.22,96.68,99.28,24357.54,136675.19,8760.0,0.69,319699861.47,100.0,100.0,8760.0,194862.9,194862.9,51.23,36495.42,36495.42,29971.39,29971.39,6594.41,6594.41,28.89,64.46,83.86,92.67,96.69,98.66,99.53,99.83,99.95,17802.69,47281.44,8760.0,194862.9,38.65,13.68,13.73,-8.47,0.46,3.76,5.35,7.16,10.46,13.73,17.02,19.89,21.27,22.84,26.99,0.55,99.86,8748.0
52,simulation,5A,2000s,OutPatientHealthCare,Buffalo,4000,0.76,653774723.21,89.52,7842.0,100.0,443785.36,443785.36,116.66,74631.82,83368.37,32450.68,42533.35,0.0,18.26,55.81,63.98,79.41,88.82,92.56,95.7,97.89,99.22,99.83,13433.3,119428.89,8760.0,0.43,495408393.45,100.0,100.0,8760.0,290877.09,290877.09,76.47,56553.47,56553.47,45434.61,45434.61,8126.87,8126.87,28.95,62.74,82.93,91.5,95.63,97.73,98.8,99.52,99.86,26617.57,73760.21,8760.0,290877.09,31.24,9.05,9.4,-18.19,-5.64,-0.35,1.35,2.8,6.05,9.4,12.84,16.06,17.55,19.01,22.45,0.66,89.52,7842.0
53,simulation,2B,2020s,Hospital,Tucson,22000,0.18,4940618906.62,100.0,8760.0,100.0,1638624.95,1638624.95,73.03,563997.59,563997.59,567940.06,567940.06,37398.89,37398.89,16.05,32.45,43.6,61.12,75.78,84.35,91.72,99.71,99.98,225103.54,804379.87,8760.0,0.94,869369986.9,100.0,100.0,8760.0,246417.64,246417.64,10.98,99243.15,99243.15,94168.02,94168.02,13824.2,13824.2,0.15,6.38,26.63,54.33,73.44,90.05,97.25,99.16,99.78,72166.75,125311.49,8760.0,186701.21,42.0,21.71,21.95,-1.06,9.58,13.0,14.58,16.0,19.0,21.95,24.58,27.25,28.76,30.42,33.76,0.15,100.0,8760.0
54,simulation,3C,2020s,Hospital,San Francisco,22000,0.45,2712429680.37,100.0,8760.0,100.0,1421822.18,1421822.18,63.37,309638.09,309638.09,220621.48,220621.48,55867.63,55867.63,14.08,61.87,79.33,88.95,93.41,95.71,97.68,98.58,99.54,170409.72,382103.82,8760.0,0.95,1220024012.01,100.0,100.0,8760.0,289052.83,289052.83,12.88,139272.15,139272.15,138826.36,138826.36,18755.54,18755.54,0.06,0.49,5.81,24.99,57.43,85.09,95.95,98.87,99.83,115682.37,160550.56,8760.0,213588.51,32.55,13.79,13.48,2.84,9.29,10.77,11.35,11.74,12.68,13.48,14.36,15.28,15.89,16.7,18.9,0.2,100.0,8760.0
55,simulation,5B,2000s,HotelLarge,Denver,11000,1.14,1066763219.95,70.06,6137.0,100.0,684698.19,684698.19,60.35,121776.62,173824.87,29818.24,122107.86,0.0,713.7,58.31,66.7,74.26,80.65,86.16,91.16,95.9,98.7,99.85,0.0,212193.21,8760.0,0.08,1214689768.54,100.0,99.77,8740.0,625258.83,625258.83,55.11,138663.22,138980.52,62423.92,62725.23,0.0,0.01,50.03,57.69,67.0,75.37,83.54,90.02,94.12,97.76,99.19,11589.69,247253.14,8760.0,625258.83,39.05,10.02,9.66,-22.58,-4.0,0.0,1.42,3.17,6.25,9.66,13.75,17.0,18.58,20.14,25.0,0.91,69.83,6117.0
56,simulation,3B,2000s,OfficeLarge,El Paso,46000,0.06,3733721861.75,64.0,5606.0,100.0,3820068.86,3820068.86,82.47,426223.96,666022.45,61503.6,538666.47,0.0,0.01,62.51,75.34,83.98,93.86,98.88,99.94,99.99,99.99,99.99,0.0,742985.53,8760.0,0.06,234272504.78,100.0,25.94,2272.0,929466.59,929466.59,20.07,26743.44,103112.9,0.0,34663.79,0.0,1.96,91.36,94.6,96.69,98.33,99.14,99.61,99.79,99.89,99.95,0.0,109.02,8760.0,929466.59,38.9,17.98,18.47,-4.64,5.46,9.08,10.71,12.16,15.35,18.47,21.35,23.76,25.11,26.66,30.25,0.24,12.43,1089.0
57,simulation,5A,2020s,OutPatientHealthCare,Chicago,4000,0.34,566614611.27,91.19,7988.0,100.0,407776.08,407776.08,107.2,64682.03,70933.23,32597.37,42119.31,0.0,14.07,53.7,72.24,84.2,88.2,91.7,94.85,97.53,99.33,99.87,12964.7,87947.1,8760.0,0.46,194336552.67,100.0,100.0,8760.0,240397.45,240397.45,63.2,22184.54,22184.54,11250.88,11250.88,3486.51,3486.51,74.2,88.46,94.17,96.74,98.21,98.94,99.46,99.62,99.78,6729.76,24883.93,8760.0,240397.45,39.58,11.39,12.0,-27.05,-4.68,1.58,3.92,6.0,9.0,12.0,15.42,19.0,21.0,22.42,26.03,0.59,91.19,7988.0
58,simulation,5A,2000s,HotelLarge,Buffalo,11000,0.64,1138178679.52,59.38,5202.0,100.0,755385.94,755385.94,66.58,129929.07,218796.36,11264.45,158171.66,0.0,933.92,62.09,69.61,75.64,79.74,84.11,89.43,93.96,97.83,99.67,0.0,219245.27,8760.0,0.21,729582027.66,100.0,99.98,8758.0,350429.53,350429.53,30.89,83285.62,83304.64,65533.16,65561.69,0.0,0.24,22.09,52.93,70.27,81.75,89.9,95.29,98.37,99.49,99.87,37533.6,117577.49,8760.0,350429.53,31.24,9.05,9.4,-18.19,-5.64,-0.35,1.35,2.8,6.05,9.4,12.84,16.06,17.55,19.01,22.45,0.46,59.36,5200.0
59,simulation,8,2000s,HotelLarge,Fairbanks,11000,3.97,469683422.29,46.79,4099.0,100.0,487036.96,487036.96,42.93,53616.83,114584.88,0.0,61317.63,0.0,164.8,74.58,80.59,85.03,88.97,91.61,94.24,96.19,98.33,99.81,0.0,50823.44,8760.0,0.06,1866102423.56,100.0,100.0,8760.0,1114738.61,1114738.61,98.26,213025.39,213025.39,100991.16,100991.16,717.88,717.88,52.01,67.33,80.75,89.43,91.5,91.83,92.05,92.63,97.81,46586.16,287625.25,8760.0,1114738.61,30.0,-1.44,-0.38,-38.3,-22.34,-17.16,-14.65,-11.91,-6.45,-0.38,5.64,10.18,11.91,13.62,17.34,2.29,46.79,4099.0
60,simulation,3B,2000s,HotelLarge,Los Angeles,11000,0.19,2459068630.14,94.76,8301.0,100.0,1124830.38,1124830.38,99.15,280715.6,296237.64,235308.15,251177.85,0.0,692.54,29.13,48.21,64.09,76.4,86.1,93.0,98.26,99.74,99.99,89765.06,436238.98,8760.0,0.72,458306935.06,100.0,99.91,8752.0,392723.95,392723.95,34.62,52318.14,52365.97,47162.84,47168.88,0.0,0.07,37.61,84.39,95.33,97.96,98.94,99.55,99.92,99.93,99.94,28656.56,64738.22,8760.0,392723.95,37.8,17.11,16.91,-18.88,11.35,13.01,13.65,14.29,15.81,16.91,17.89,19.11,19.89,21.05,23.76,0.35,94.67,8293.0
61,simulation,2B,2020s,OutPatientHealthCare,Tucson,4000,0.09,881227596.26,100.0,8760.0,100.0,340539.0,340539.0,89.52,100596.76,100596.76,75085.5,75085.5,5886.23,5886.23,24.62,45.05,64.19,72.89,80.0,85.33,90.08,95.13,99.2,34956.05,146050.71,8760.0,0.98,77959886.53,100.0,100.0,8760.0,84036.51,84036.51,22.09,8899.53,8899.53,6392.4,6392.4,2455.54,2455.54,65.35,89.66,95.58,98.26,99.22,99.75,99.87,99.97,99.99,4641.34,10240.35,8760.0,65314.2,42.0,21.71,21.95,-1.06,9.58,13.0,14.58,16.0,19.0,21.95,24.58,27.25,28.76,30.42,33.76,0.25,100.0,8760.0
62,simulation,5A,2000s,OutPatientHealthCare,Chicago,4000,0.56,843533836.16,91.12,7982.0,100.0,525433.82,525433.82,138.13,96293.82,105679.51,48584.0,80644.02,0.0,13.41,50.61,61.59,78.34,87.09,90.75,94.2,97.29,99.2,99.83,18687.51,145839.76,8760.0,0.49,468324696.02,100.0,100.0,8760.0,351077.33,351077.33,92.29,53461.72,53461.72,41203.95,41203.95,7883.47,7883.47,41.93,76.43,90.66,95.4,97.41,98.69,99.32,99.59,99.79,24016.72,67859.16,8760.0,351077.33,39.58,11.39,12.0,-27.05,-4.68,1.58,3.92,6.0,9.0,12.0,15.42,19.0,21.0,22.42,26.03,0.67,91.12,7982.0
63,simulation,3B,2020s,OfficeLarge,El Paso,46000,0.03,2698880000.3,64.86,5682.0,100.0,2175520.85,2175520.85,46.97,308091.32,474987.68,24278.79,272103.31,0.0,0.02,63.56,74.78,80.61,84.9,87.81,93.55,97.88,98.92,99.5,0.0,441094.56,8760.0,0.04,85676522.2,100.0,15.65,1371.0,532973.25,532973.25,11.51,9780.42,62491.99,0.0,22284.67,0.0,0.02,93.94,96.4,98.05,99.08,99.54,99.77,99.86,99.92,99.98,0.0,0.0,8760.0,532973.25,38.9,17.98,18.47,-4.64,5.46,9.08,10.71,12.16,15.35,18.47,21.35,23.76,25.11,26.66,30.25,0.24,6.67,584.0
64,simulation,2A,2020s,HotelLarge,Houston,11000,0.02,2014942271.45,95.95,8405.0,100.0,602537.17,602537.17,53.11,230016.24,239731.38,252054.58,266627.98,0.0,134.21,28.74,34.95,40.87,48.58,57.43,70.8,86.14,94.05,98.92,37378.82,375314.85,8760.0,0.21,44717060.72,100.0,40.72,3567.0,109271.56,109271.56,9.63,5104.69,12536.32,0.0,1513.78,0.0,0.0,88.31,91.67,93.76,95.32,96.87,98.16,99.18,99.78,99.99,0.0,580.25,8760.0,109271.56,39.4,20.36,21.91,-6.1,8.26,12.82,14.75,16.7,19.43,21.91,23.9,25.35,26.24,27.18,30.1,0.18,36.67,3212.0
65,simulation,7,2020s,Hospital,International Falls,22000,1.08,1916006315.6,95.92,8403.0,100.0,1916157.26,1916157.26,85.4,218722.18,228014.56,78591.37,85714.53,0.0,56.49,69.29,80.62,86.24,89.39,95.58,98.05,99.43,99.94,99.99,17437.99,254982.35,8760.0,0.34,2073453229.32,100.0,100.0,8760.0,1124217.59,1124217.59,50.11,236695.57,236695.57,182804.38,182804.38,57795.38,57795.38,13.13,60.96,80.47,92.33,95.29,96.3,98.5,99.32,99.85,132673.55,294971.42,8760.0,1124217.59,34.75,3.36,5.0,-35.35,-18.01,-9.9,-6.53,-3.65,0.11,5.0,9.19,13.47,15.25,17.09,20.84,0.59,95.92,8403.0
66,simulation,8,2020s,OutPatientHealthCare,Fairbanks,4000,2.16,217273257.16,60.24,5277.0,100.0,217045.68,217045.68,57.06,24802.88,41173.63,7229.15,23356.68,0.0,9.96,67.96,79.92,87.13,91.48,94.41,96.29,97.53,98.53,99.59,0.0,29977.25,8760.0,0.12,469937425.13,100.0,100.0,8760.0,267341.17,267341.17,70.28,53645.82,53645.82,26669.97,26669.97,3528.68,3528.68,50.09,64.42,77.04,84.09,88.04,91.64,94.63,96.44,97.72,9592.59,75344.57,8760.0,267341.17,30.0,-1.44,-0.38,-38.3,-22.34,-17.16,-14.65,-11.91,-6.45,-0.38,5.64,10.18,11.91,13.62,17.34,1.23,60.24,5277.0
67,simulation,5A,2020s,OutPatientHealthCare,Buffalo,4000,0.5,425432569.01,89.98,7882.0,100.0,334530.26,334530.26,87.94,48565.36,53975.21,23142.42,28054.47,0.0,10.87,59.05,74.69,85.5,89.95,93.05,95.87,97.91,99.17,99.79,9325.71,67506.16,8760.0,0.42,210878817.0,100.0,100.0,8760.0,198079.65,198079.65,52.07,24072.92,24072.92,13408.09,13408.09,3484.97,3484.97,62.73,82.23,90.65,94.73,97.11,98.47,99.33,99.78,99.95,7389.71,30443.74,8760.0,198079.65,31.24,9.05,9.4,-18.19,-5.64,-0.35,1.35,2.8,6.05,9.4,12.84,16.06,17.55,19.01,22.45,0.59,89.98,7882.0
68,simulation,3A,2000s,Hospital,Sacramento,22000,0.32,7405444208.36,100.0,8760.0,100.0,1938593.14,1938593.14,86.4,845370.34,845370.34,835300.35,835300.35,170782.67,170782.67,0.1,6.56,21.21,43.87,63.44,86.82,93.72,97.8,99.61,615439.05,1038387.35,8760.0,1.0,2376406617.86,100.0,100.0,8760.0,447969.63,447969.63,19.97,271279.29,271279.29,270470.92,270470.92,80352.6,80352.6,0.0,0.01,1.02,8.69,25.96,48.97,73.44,88.24,97.32,221733.8,317399.11,8760.0,207059.78,42.0,15.9,14.42,-1.58,6.42,9.0,10.0,11.0,12.83,14.42,16.58,19.25,21.17,23.17,28.17,0.23,100.0,8760.0
