building_id,load_type,ashrae_climate_zone,vintage,building_type,location,area_sqm,annual_heating_cooling_ratio,chw_annual_load,chw_cooling_hour_ratio,chw_cooling_hours,chw_data_coverage,chw_max_load,chw_max_load_gt0,chw_max_load_per_area,chw_mean_load,chw_mean_load_gt0,chw_median_load,chw_median_load_gt0,chw_min_load,chw_min_load_gt0,chw_pct_below_10pct_max,chw_pct_below_20pct_max,chw_pct_below_30pct_max,chw_pct_below_40pct_max,chw_pct_below_50pct_max,chw_pct_below_60pct_max,chw_pct_below_70pct_max,chw_pct_below_80pct_max,chw_pct_below_90pct_max,chw_q25_load,chw_q75_load,chw_valid_hours,heat_recovery_heating_fraction,hhw_annual_load,hhw_data_coverage,hhw_heating_hour_ratio,hhw_heating_hours,hhw_max_load,hhw_max_load_gt0,hhw_max_load_per_area,hhw_mean_load,hhw_mean_load_gt0,hhw_median_load,hhw_median_load_gt0,hhw_min_load,hhw_min_load_gt0,hhw_pct_below_10pct_max,hhw_pct_below_20pct_max,hhw_pct_below_30pct_max,hhw_pct_below_40pct_max,hhw_pct_below_50pct_max,hhw_pct_below_60pct_max,hhw_pct_below_70pct_max,hhw_pct_below_80pct_max,hhw_pct_below_90pct_max,hhw_q25_load,hhw_q75_load,hhw_valid_hours,max_heating_load_after_heat_recovery,max_temp,mean_temp,median_temp,min_temp,q10_temp,q20_temp,q25_temp,q30_temp,q40_temp,q50_temp,q60_temp,q70_temp,q75_temp,q80_temp,q90_temp,ratio_of_peak_heating_and_cooling,simultaneous_heating_and_cooling_hour_ratio,simultaneous_heating_and_cooling_hours
222,simulation,3C,1990s,Manufacturing,Napa,19000,3.08,904011447.64,98.6,8637.0,100.0,1543140.89,1543140.89,83.05,103197.65,104667.3,8272.24,8499.75,0.0,0.0,84.9,88.31,90.98,93.66,96.0,97.81,99.09,99.63,99.91,4833.48,52059.01,8760.0,0.06,2784578679.1,100.0,100.0,8760.0,1497548.56,1497548.56,80.6,317874.28,317874.28,268962.17,268962.17,4379.22,4379.22,36.82,54.03,70.67,82.03,91.27,96.5,98.74,99.62,99.9,44575.06,503871.68,8760.0,1485107.31,37.97,13.7,12.45,-3.52,5.7,8.01,9.11,10.0,11.27,12.45,13.94,16.06,17.47,19.19,23.94,0.97,98.6,8637.0
223,simulation,3C,1990s,OfficeLarge,Napa,16000,0.31,1180455151.99,43.54,3814.0,100.0,1240594.84,1240594.84,76.32,134755.15,309505.81,0.0,157724.5,0.0,19.87,76.03,82.59,86.89,88.9,90.34,91.8,94.81,98.4,99.76,0.0,111516.14,8760.0,0.31,368727600.32,100.0,100.0,8760.0,537200.94,537200.94,33.05,42092.19,42092.19,20911.21,20911.21,2234.91,2234.91,78.08,90.1,94.41,96.27,97.67,98.71,99.41,99.71,99.85,4695.88,44801.93,8760.0,524025.23,37.97,13.7,12.45,-3.52,5.7,8.01,9.11,10.0,11.27,12.45,13.94,16.06,17.47,19.19,23.94,0.43,43.54,3814.0
224,simulation,3C,1990s,Academic,Oakland,14000,0.93,505692108.88,95.35,8353.0,100.0,1034721.98,1034721.98,74.21,57727.41,60540.18,5631.56,6294.53,0.0,0.0,83.18,91.28,95.22,97.1,97.95,98.54,99.12,99.61,99.83,765.62,49505.0,8760.0,0.44,467777033.57,100.0,100.0,8760.0,692705.21,692705.21,49.68,53399.2,53399.2,14483.88,14483.88,611.98,611.98,72.25,78.79,98.05,99.34,99.69,99.89,99.95,99.98,99.99,8677.51,87888.7,8760.0,691914.92,34.75,14.17,14.11,0.81,8.58,10.42,11.1,11.99,13.26,14.11,15.0,16.1,16.74,17.58,19.75,0.67,95.35,8353.0
225,simulation,3C,1990s,Academic,Oakland,44000,0.52,1751025861.12,98.94,8667.0,100.0,2769488.49,2769488.49,62.76,199888.8,202033.67,34520.45,35386.54,0.0,0.0,78.96,88.23,93.24,95.74,97.58,98.33,99.12,99.6,99.87,11629.74,200065.29,8760.0,0.53,911948324.62,100.0,100.0,8760.0,919700.02,919700.02,20.84,104103.69,104103.69,72104.89,72104.89,8934.47,8934.47,59.33,79.25,95.33,97.71,98.8,99.36,99.66,99.84,99.94,19909.21,173967.9,8760.0,918675.95,34.75,14.17,14.11,0.81,8.58,10.42,11.1,11.99,13.26,14.11,15.0,16.1,16.74,17.58,19.75,0.33,98.94,8667.0
226,simulation,3C,1990s,Hospital,Oakland,23000,0.62,633974443.96,87.95,7704.0,100.0,1074087.56,1074087.56,46.24,72371.51,82291.59,5253.96,6991.71,0.0,0.03,81.29,89.37,93.37,95.45,97.17,97.95,98.53,99.29,99.79,2282.18,67966.7,8760.0,0.39,392343155.75,100.0,100.0,8760.0,494387.54,494387.54,21.29,44788.03,44788.03,34921.8,34921.8,3070.77,3070.77,56.93,92.68,97.2,98.86,99.43,99.73,99.82,99.94,99.99,8515.32,66402.61,8760.0,434645.39,34.75,14.17,14.11,0.81,8.58,10.42,11.1,11.99,13.26,14.11,15.0,16.1,16.74,17.58,19.75,0.46,87.95,7704.0
227,simulation,3C,1990s,Manufacturing,Oakland,19000,5.46,391701320.87,98.28,8609.0,100.0,1278942.63,1278942.63,68.83,44714.76,45499.05,7484.96,7675.12,0.0,0.0,91.92,95.54,97.48,98.52,99.11,99.51,99.71,99.91,99.97,4848.31,30745.87,8760.0,0.06,2136734059.15,100.0,100.0,8760.0,1172944.22,1172944.22,63.13,243919.41,243919.41,188782.76,188782.76,4220.43,4220.43,37.98,57.41,71.2,82.41,91.39,96.58,98.68,99.54,99.87,40023.58,392211.75,8760.0,1158214.15,34.75,14.17,14.11,0.81,8.58,10.42,11.1,11.99,13.26,14.11,15.0,16.1,16.74,17.58,19.75,0.92,98.28,8609.0
228,simulation,3C,1990s,OfficeLarge,Oakland,16000,0.42,644202391.7,43.39,3801.0,100.0,1029725.41,1029725.41,63.34,73539.09,169482.34,0.0,95043.4,0.0,11.31,79.26,87.55,92.34,95.15,96.66,97.69,98.22,98.86,99.65,0.0,67666.7,8760.0,0.24,268190965.51,100.0,100.0,8760.0,473485.66,473485.66,29.13,30615.41,30615.41,16593.13,16593.13,2240.71,2240.71,83.87,92.41,96.19,98.16,98.94,99.35,99.62,99.86,99.95,4309.9,31180.91,8760.0,473485.66,34.75,14.17,14.11,0.81,8.58,10.42,11.1,11.99,13.26,14.11,15.0,16.1,16.74,17.58,19.75,0.46,43.39,3801.0
229,simulation,3C,1990s,Academic,San Jose,14000,0.37,1389938680.15,96.02,8411.0,100.0,1433719.49,1433719.49,102.82,158668.8,165252.49,10580.6,13718.14,0.0,0.0,75.01,82.75,86.05,87.32,90.07,93.73,97.16,99.35,99.94,1706.35,143225.38,8760.0,0.51,519090672.69,100.0,100.0,8760.0,758888.6,758888.6,54.42,59256.93,59256.93,20980.95,20980.95,610.66,610.66,69.7,89.46,97.16,98.55,99.43,99.76,99.89,99.93,99.99,8882.16,104403.66,8760.0,758888.59,42.55,15.35,13.76,-4.4,5.36,8.26,9.36,10.25,12.09,13.76,16.06,18.73,20.36,22.37,28.3,0.53,96.02,8411.0
230,simulation,3C,1990s,Academic,San Jose,44000,0.25,4248815742.31,99.29,8698.0,100.0,3586148.04,3586148.04,81.27,485024.63,488481.92,72935.77,74896.83,0.0,0.0,69.59,77.75,82.67,85.31,88.34,92.61,97.05,99.11,99.89,15548.74,558877.98,8760.0,0.6,1078077450.74,100.0,100.0,8760.0,1196365.44,1196365.44,27.11,123068.2,123068.2,82296.0,82296.0,8208.53,8208.53,58.71,86.55,94.7,96.78,98.47,99.24,99.67,99.86,99.94,19300.52,182061.35,8760.0,1080017.75,42.55,15.35,13.76,-4.4,5.36,8.26,9.36,10.25,12.09,13.76,16.06,18.73,20.36,22.37,28.3,0.33,99.29,8698.0
231,simulation,3C,1990s,Hospital,San Jose,23000,0.28,1722174166.01,90.01,7885.0,100.0,1432056.28,1432056.28,61.66,196595.22,218411.44,20808.58,46118.43,0.0,3.3,71.46,79.0,81.92,84.03,86.8,91.08,95.67,98.85,99.86,3103.91,192114.14,8760.0,0.52,484648569.95,100.0,100.0,8760.0,599691.89,599691.89,25.82,55325.18,55325.18,49038.97,49038.97,2848.58,2848.58,61.51,91.63,96.19,97.59,98.64,99.38,99.75,99.95,99.99,13014.53,69693.37,8760.0,518440.95,42.55,15.35,13.76,-4.4,5.36,8.26,9.36,10.25,12.09,13.76,16.06,18.73,20.36,22.37,28.3,0.42,90.01,7885.0
232,simulation,3C,1990s,Manufacturing,San Jose,19000,1.52,1551605138.21,98.78,8653.0,100.0,1712907.48,1712907.48,92.19,177123.87,179314.13,11559.53,12046.3,0.0,0.0,77.97,82.23,85.57,89.32,92.5,95.07,96.95,98.37,99.37,5400.45,105679.62,8760.0,0.07,2356622847.42,100.0,100.0,8760.0,1420004.82,1420004.82,76.43,269020.87,269020.87,164014.39,164014.39,3884.07,3884.07,48.03,61.04,72.64,82.8,90.75,95.51,98.2,99.45,99.77,32509.54,458113.48,8760.0,1333489.08,42.55,15.35,13.76,-4.4,5.36,8.26,9.36,10.25,12.09,13.76,16.06,18.73,20.36,22.37,28.3,0.83,98.78,8653.0
233,simulation,3C,1990s,OfficeLarge,San Jose,16000,0.22,1657591088.01,51.96,4552.0,100.0,1279140.41,1279140.41,78.69,189222.73,364145.67,1168.09,209886.25,0.0,2.53,69.11,76.21,81.77,84.34,86.22,88.36,92.29,97.09,99.52,0.0,231655.8,8760.0,0.41,357515674.39,100.0,100.0,8760.0,548381.1,548381.1,33.73,40812.29,40812.29,19517.14,19517.14,2093.58,2093.58,77.66,91.34,94.79,96.4,97.95,98.97,99.6,99.85,99.95,4083.45,47461.15,8760.0,548381.1,42.55,15.35,13.76,-4.4,5.36,8.26,9.36,10.25,12.09,13.76,16.06,18.73,20.36,22.37,28.3,0.43,51.96,4552.0
234,simulation,3C,1990s,Academic,Santa Maria,14000,0.75,632923941.04,96.54,8457.0,100.0,1078486.02,1078486.02,77.34,72251.59,74840.24,6316.44,6860.44,0.0,0.0,81.12,89.24,93.36,95.62,96.82,97.73,98.69,99.6,99.87,986.13,64678.88,8760.0,0.49,472287836.0,100.0,100.0,8760.0,634973.99,634973.99,45.54,53914.14,53914.14,14212.25,14212.25,612.73,612.73,69.5,77.93,98.08,99.1,99.61,99.79,99.92,99.94,99.99,8615.83,92013.54,8760.0,634841.92,37.2,13.98,13.47,-1.32,7.76,10.0,10.6,11.28,12.45,13.47,14.55,16.24,17.18,18.27,20.99,0.59,96.54,8457.0
235,simulation,3C,1990s,Academic,Santa Maria,44000,0.43,2177188266.72,98.88,8662.0,100.0,2735227.89,2735227.89,61.99,248537.47,251349.37,35827.37,36738.29,0.0,0.0,74.9,84.21,89.79,93.2,95.75,97.28,98.39,99.28,99.87,12159.69,277943.9,8760.0,0.57,936088618.07,100.0,100.0,8760.0,962901.71,962901.71,21.82,106859.43,106859.43,75231.32,75231.32,9082.71,9082.71,58.14,82.05,95.84,97.97,98.89,99.38,99.7,99.86,99.91,19949.74,177392.9,8760.0,933378.84,37.2,13.98,13.47,-1.32,7.76,10.0,10.6,11.28,12.45,13.47,14.55,16.24,17.18,18.27,20.99,0.35,98.88,8662.0
236,simulation,3C,1990s,Hospital,Santa Maria,23000,0.5,794883885.27,87.79,7690.0,100.0,1171534.92,1171534.92,50.44,90740.17,103365.91,5723.0,7715.82,0.0,5.5,79.0,86.84,91.35,94.55,96.29,97.13,98.6,99.38,99.9,2552.81,86569.56,8760.0,0.48,397829841.16,100.0,100.0,8760.0,510135.97,510135.97,21.96,45414.37,45414.37,38118.88,38118.88,3116.25,3116.25,57.13,93.94,97.63,98.87,99.34,99.66,99.86,99.97,99.99,12217.42,66491.41,8760.0,443003.59,37.2,13.98,13.47,-1.32,7.76,10.0,10.6,11.28,12.45,13.47,14.55,16.24,17.18,18.27,20.99,0.44,87.79,7690.0
237,simulation,3C,1990s,Manufacturing,Santa Maria,19000,4.58,496745983.35,98.06,8590.0,100.0,1222210.2,1222210.2,65.78,56706.16,57828.4,7666.12,7869.03,0.0,0.0,88.23,93.3,95.97,97.59,98.5,99.2,99.55,99.68,99.89,4848.6,42643.44,8760.0,0.07,2272691091.72,100.0,100.0,8760.0,1227443.02,1227443.02,66.06,259439.62,259439.62,216824.84,216824.84,4510.24,4510.24,36.96,54.18,70.89,84.06,91.75,96.23,98.53,99.52,99.86,43648.42,402257.41,8760.0,1191705.36,37.2,13.98,13.47,-1.32,7.76,10.0,10.6,11.28,12.45,13.47,14.55,16.24,17.18,18.27,20.99,1.0,98.06,8590.0
238,simulation,3C,1990s,OfficeLarge,Santa Maria,16000,0.33,816731490.08,43.23,3787.0,100.0,1130513.27,1130513.27,69.54,93234.19,215667.15,0.0,131523.36,0.0,10.16,76.76,85.0,90.27,93.94,95.87,96.85,97.74,98.89,99.67,0.0,96298.62,8760.0,0.31,268061115.52,100.0,100.0,8760.0,501735.53,501735.53,30.86,30600.58,30600.58,17060.16,17060.16,2269.6,2269.6,84.43,93.37,96.86,98.21,98.87,99.44,99.81,99.94,99.97,4376.65,31563.01,8760.0,501735.53,37.2,13.98,13.47,-1.32,7.76,10.0,10.6,11.28,12.45,13.47,14.55,16.24,17.18,18.27,20.99,0.44,43.23,3787.0
239,simulation,3B,1990s,Academic,Los Angeles,14000,0.28,1307761682.28,97.53,8544.0,100.0,1202087.76,1202087.76,86.21,149287.86,153061.99,25036.06,28232.4,0.0,0.0,69.0,80.7,86.12,88.7,90.54,92.87,96.26,98.79,99.66,2754.96,174755.99,8760.0,0.73,369003854.99,100.0,100.0,8760.0,311604.47,311604.47,22.35,42123.73,42123.73,12959.68,12959.68,611.54,611.54,65.01,75.47,80.73,81.72,99.35,99.67,99.83,99.93,99.95,7805.17,60695.05,8760.0,311573.44,37.8,17.29,17.34,5.25,12.16,13.55,14.19,14.9,16.1,17.34,18.38,19.4,19.93,20.66,22.45,0.26,97.53,8544.0
240,simulation,3B,1990s,Academic,Los Angeles,44000,0.16,4152862590.07,99.38,8706.0,100.0,3081517.48,3081517.48,69.83,474071.07,477011.55,156026.81,160395.26,0.0,0.0,60.68,74.17,81.97,85.92,88.94,92.27,95.91,98.71,99.69,23610.12,640660.69,8760.0,0.8,682140046.67,100.0,100.0,8760.0,519263.85,519263.85,11.77,77869.87,77869.87,52663.95,52663.95,8199.72,8199.72,49.68,70.13,80.06,92.13,98.94,99.58,99.84,99.94,99.95,17982.09,121213.0,8760.0,519262.45,37.8,17.29,17.34,5.25,12.16,13.55,14.19,14.9,16.1,17.34,18.38,19.4,19.93,20.66,22.45,0.17,99.38,8706.0
241,simulation,3B,1990s,Hospital,Los Angeles,23000,0.17,1580710924.59,93.0,8147.0,100.0,1241266.24,1241266.24,53.44,180446.45,194023.68,63130.85,76607.07,0.0,4.69,63.73,77.4,83.3,86.68,89.83,92.92,95.55,98.01,99.57,5102.72,215008.23,8760.0,0.69,262285930.68,100.0,100.0,8760.0,276879.41,276879.41,11.92,29941.32,29941.32,20502.83,20502.83,2840.86,2840.86,58.93,72.43,97.4,98.68,99.58,99.81,99.92,99.94,99.99,4755.14,57269.01,8760.0,276879.41,37.8,17.29,17.34,5.25,12.16,13.55,14.19,14.9,16.1,17.34,18.38,19.4,19.93,20.66,22.45,0.22,93.0,8147.0
242,simulation,3B,1990s,Manufacturing,Los Angeles,19000,0.98,1031838531.36,98.45,8624.0,100.0,1337676.29,1337676.29,72.0,117789.79,119647.33,26379.67,28190.43,0.0,0.0,76.53,84.85,88.97,93.5,97.0,98.65,99.47,99.82,99.94,6225.36,121909.22,8760.0,0.14,1015122477.69,100.0,100.0,8760.0,805071.18,805071.18,43.33,115881.56,115881.56,36954.86,36954.86,3823.89,3823.89,61.05,71.38,81.06,89.18,94.35,97.43,98.95,99.7,99.94,15860.03,190054.87,8760.0,805070.86,37.8,17.29,17.34,5.25,12.16,13.55,14.19,14.9,16.1,17.34,18.38,19.4,19.93,20.66,22.45,0.6,98.45,8624.0
243,simulation,3B,1990s,OfficeLarge,Los Angeles,16000,0.11,1573630482.5,60.59,5308.0,100.0,1128392.42,1128392.42,69.41,179638.18,296463.92,34368.9,177224.45,0.0,19.24,61.5,74.1,81.26,85.41,87.68,89.43,91.71,96.59,99.34,0.0,238133.97,8760.0,0.53,174525414.85,100.0,100.0,8760.0,347801.74,347801.74,21.4,19922.99,19922.99,11506.91,11506.91,2075.69,2075.69,87.12,94.16,98.08,99.13,99.65,99.83,99.89,99.94,99.95,3185.54,23840.03,8760.0,347801.74,37.8,17.29,17.34,5.25,12.16,13.55,14.19,14.9,16.1,17.34,18.38,19.4,19.93,20.66,22.45,0.31,60.59,5308.0
244,simulation,3B,1990s,Academic,San Diego,14000,0.27,1401810324.59,97.76,8564.0,100.0,1219731.96,1219731.96,87.47,160024.01,163686.4,27063.85,30843.22,0.0,0.0,69.6,81.22,84.45,85.8,88.4,92.19,96.05,98.7,99.58,3054.39,166784.09,8760.0,0.75,375911143.88,100.0,100.0,8760.0,287463.43,287463.43,20.62,42912.23,42912.23,12965.12,12965.12,610.73,610.73,61.89,71.68,79.24,81.36,97.85,99.63,99.78,99.89,99.94,7712.32,70832.11,8760.0,286954.18,37.55,17.69,17.8,5.0,12.34,14.07,14.75,15.6,16.7,17.8,18.9,20.0,20.35,20.94,22.8,0.24,97.76,8564.0
245,simulation,3B,1990s,Academic,San Diego,44000,0.16,4395069534.97,99.61,8726.0,100.0,2980235.86,2980235.86,67.54,501720.27,503675.17,173259.01,175314.58,0.0,0.0,59.0,73.03,79.62,82.88,86.13,90.79,95.41,98.42,99.57,25671.8,661496.61,8760.0,0.83,707667285.11,100.0,100.0,8760.0,435210.82,435210.82,9.86,80783.94,80783.94,55230.14,55230.14,8023.48,8023.48,45.02,63.2,74.09,86.13,93.68,99.42,99.7,99.86,99.94,17681.15,135739.62,8760.0,425540.29,37.55,17.69,17.8,5.0,12.34,14.07,14.75,15.6,16.7,17.8,18.9,20.0,20.35,20.94,22.8,0.15,99.61,8726.0
246,simulation,3B,1990s,Hospital,San Diego,23000,0.15,1660106693.65,94.2,8252.0,100.0,1213433.27,1213433.27,52.24,189509.9,201176.28,70812.74,82498.24,0.0,28.43,61.48,75.63,81.14,85.34,88.95,91.95,95.37,98.12,99.58,5935.19,232631.36,8760.0,0.71,257293992.12,100.0,100.0,8760.0,274052.92,274052.92,11.8,29371.46,29371.46,20966.65,20966.65,2785.62,2785.62,58.13,73.37,98.12,99.27,99.67,99.91,99.98,99.98,99.99,4889.54,55896.65,8760.0,273689.51,37.55,17.69,17.8,5.0,12.34,14.07,14.75,15.6,16.7,17.8,18.9,20.0,20.35,20.94,22.8,0.23,94.2,8252.0
247,simulation,3B,1990s,Manufacturing,San Diego,19000,0.84,1110673871.32,98.41,8621.0,100.0,1320283.91,1320283.91,71.06,126789.25,128833.53,31825.82,33675.69,0.0,0.0,75.55,82.65,87.61,92.71,96.51,98.3,99.11,99.7,99.93,6342.1,126012.28,8760.0,0.16,934449648.7,100.0,100.0,8760.0,747930.29,747930.29,40.25,106672.33,106672.33,36196.21,36196.21,3746.4,3746.4,64.0,73.18,81.39,88.12,93.7,96.89,98.69,99.47,99.76,15457.97,164463.57,8760.0,747929.43,37.55,17.69,17.8,5.0,12.34,14.07,14.75,15.6,16.7,17.8,18.9,20.0,20.35,20.94,22.8,0.57,98.41,8621.0
248,simulation,3B,1990s,OfficeLarge,San Diego,16000,0.11,1660370508.05,62.42,5468.0,100.0,1080158.73,1080158.73,66.45,189540.01,303652.25,43397.19,178683.16,0.0,13.12,60.73,72.09,78.71,81.74,83.77,86.7,91.92,97.33,99.54,0.0,254435.9,8760.0,0.61,174964466.64,100.0,100.0,8760.0,309270.59,309270.59,19.03,19973.11,19973.11,12334.24,12334.24,2038.13,2038.13,84.49,92.15,97.97,99.41,99.77,99.93,99.97,99.98,99.98,3198.02,24232.34,8760.0,309270.59,37.55,17.69,17.8,5.0,12.34,14.07,14.75,15.6,16.7,17.8,18.9,20.0,20.35,20.94,22.8,0.29,62.42,5468.0
249,simulation,3B,1990s,Academic,Long Beach,14000,0.21,1879489297.06,97.5,8541.0,100.0,1545429.06,1545429.06,110.83,214553.57,220054.95,42293.97,48302.59,0.0,0.0,67.11,78.8,81.29,83.6,87.98,92.98,97.0,99.37,99.87,2775.8,234353.25,8760.0,0.75,387604100.39,100.0,100.0,8760.0,425873.32,425873.32,30.54,44247.04,44247.04,12793.9,12793.9,610.58,610.58,64.53,77.79,88.87,98.55,99.53,99.81,99.86,99.98,99.99,7557.76,74567.24,8760.0,425833.87,42.2,18.48,18.42,1.21,10.81,13.01,14.0,15.0,16.91,18.42,19.83,21.24,22.17,23.42,26.58,0.28,97.5,8541.0
250,simulation,3B,1990s,Academic,Long Beach,44000,0.13,5730166086.53,99.61,8726.0,100.0,3447103.28,3447103.28,78.12,654128.55,656677.3,223670.03,227071.29,0.0,0.0,57.11,68.71,75.74,79.16,83.07,88.26,93.44,97.92,99.75,24390.96,971875.45,8760.0,0.78,741991083.32,100.0,100.0,8760.0,647761.45,647761.45,14.68,84702.18,84702.18,59163.81,59163.81,7717.3,7717.3,51.85,72.36,89.62,97.85,99.0,99.62,99.86,99.97,99.98,17222.15,143865.67,8760.0,510427.0,42.2,18.48,18.42,1.21,10.81,13.01,14.0,15.0,16.91,18.42,19.83,21.24,22.17,23.42,26.58,0.19,99.61,8726.0
251,simulation,3B,1990s,Hospital,Long Beach,23000,0.13,2318023369.93,93.08,8154.0,100.0,1313132.28,1313132.28,56.54,264614.54,284280.52,87516.44,103460.46,0.0,2.71,57.95,70.29,74.94,77.79,80.94,85.14,90.01,95.46,99.2,5044.58,395962.91,8760.0,0.68,290062257.78,100.0,100.0,8760.0,290602.29,290602.29,12.51,33112.13,33112.13,23015.23,23015.23,2689.62,2689.62,54.76,79.19,95.35,97.89,99.14,99.71,99.86,99.95,99.95,4737.53,55624.46,8760.0,288427.67,42.2,18.48,18.42,1.21,10.81,13.01,14.0,15.0,16.91,18.42,19.83,21.24,22.17,23.42,26.58,0.22,93.08,8154.0
252,simulation,3B,1990s,Manufacturing,Long Beach,19000,0.6,1837868295.2,98.63,8640.0,100.0,1708260.38,1708260.38,91.94,209802.32,212716.24,43556.54,45651.44,0.0,0.0,69.43,76.79,83.05,88.11,92.9,96.7,98.57,99.41,99.81,6334.51,291705.32,8760.0,0.13,1100288116.6,100.0,100.0,8760.0,1017077.01,1017077.01,54.74,125603.67,125603.67,34054.98,34054.98,3614.27,3614.27,67.59,76.11,83.86,89.93,94.47,97.77,99.37,99.91,99.95,13658.4,190666.5,8760.0,927612.35,42.2,18.48,18.42,1.21,10.81,13.01,14.0,15.0,16.91,18.42,19.83,21.24,22.17,23.42,26.58,0.6,98.63,8640.0
253,simulation,3B,1990s,OfficeLarge,Long Beach,16000,0.09,2186502161.03,61.58,5394.0,100.0,1194031.68,1194031.68,73.45,249600.7,405358.21,54874.84,269156.39,0.0,13.51,57.17,67.28,73.98,77.61,79.76,82.58,87.26,93.73,99.18,0.0,383623.64,8760.0,0.55,200008711.4,100.0,100.0,8760.0,355064.68,355064.68,21.84,22832.04,22832.04,13538.15,13538.15,1971.43,1971.43,83.49,92.35,97.28,98.65,99.39,99.73,99.81,99.92,99.98,3124.54,26142.29,8760.0,355064.68,42.2,18.48,18.42,1.21,10.81,13.01,14.0,15.0,16.91,18.42,19.83,21.24,22.17,23.42,26.58,0.3,61.58,5394.0
254,simulation,3B,1990s,Academic,Los Angeles,14000,0.22,1827354635.82,97.25,8519.0,100.0,1383527.17,1383527.17,99.22,208602.13,214503.42,34511.72,40206.79,0.0,0.0,66.92,76.66,81.22,82.63,85.66,90.45,94.69,98.17,99.65,2249.78,236296.69,8760.0,0.71,401199358.56,100.0,100.0,8760.0,602985.68,602985.68,43.24,45799.01,45799.01,13049.33,13049.33,610.99,610.99,70.3,83.25,98.97,99.49,99.75,99.92,99.98,99.99,99.99,7739.87,77198.12,8760.0,602985.64,43.44,18.21,17.7,1.17,10.0,12.27,13.26,14.36,16.1,17.7,19.36,21.35,22.45,23.76,27.45,0.44,97.25,8519.0
255,simulation,3B,1990s,Academic,Los Angeles,44000,0.14,5509536581.87,99.5,8716.0,100.0,3412337.56,3412337.56,77.33,628942.53,632117.55,179090.85,182940.06,0.0,0.0,59.42,69.98,75.96,79.33,83.13,88.4,93.71,98.22,99.73,22269.34,954925.9,8760.0,0.75,788195749.8,100.0,100.0,8760.0,728468.25,728468.25,16.51,89976.68,89976.68,64411.84,64411.84,7760.86,7760.86,53.74,73.15,92.67,98.0,98.86,99.36,99.67,99.79,99.94,17419.47,150770.1,8760.0,670449.98,43.44,18.21,17.7,1.17,10.0,12.27,13.26,14.36,16.1,17.7,19.36,21.35,22.45,23.76,27.45,0.21,99.5,8716.0
256,simulation,3B,1990s,Hospital,Los Angeles,23000,0.14,2217998028.93,92.64,8115.0,100.0,1323811.66,1323811.66,57.0,253196.12,273320.77,68075.77,85375.73,0.0,4.79,61.93,71.55,75.72,78.13,81.32,85.88,90.78,95.81,99.3,4411.21,368534.81,8760.0,0.63,318885118.1,100.0,100.0,8760.0,466423.17,466423.17,20.08,36402.41,36402.41,26300.07,26300.07,2703.3,2703.3,61.1,94.66,98.38,99.41,99.62,99.77,99.89,99.95,99.98,5147.49,57383.12,8760.0,363347.33,43.44,18.21,17.7,1.17,10.0,12.27,13.26,14.36,16.1,17.7,19.36,21.35,22.45,23.76,27.45,0.35,92.64,8115.0
257,simulation,3B,1990s,Manufacturing,Los Angeles,19000,0.65,1859103010.08,98.48,8627.0,100.0,1664167.62,1664167.62,89.57,212226.37,215498.2,34857.59,37513.79,0.0,0.0,69.9,76.42,81.97,87.51,91.8,95.16,97.79,99.11,99.62,6123.13,294329.26,8760.0,0.12,1205484652.33,100.0,100.0,8760.0,1007942.54,1007942.54,54.25,137612.4,137612.4,36707.8,36707.8,3633.08,3633.08,64.71,74.09,81.84,88.37,93.48,97.04,98.62,99.46,99.84,15693.32,213076.9,8760.0,988179.02,43.44,18.21,17.7,1.17,10.0,12.27,13.26,14.36,16.1,17.7,19.36,21.35,22.45,23.76,27.45,0.61,98.48,8627.0
258,simulation,3B,1990s,OfficeLarge,Los Angeles,16000,0.11,2130134503.61,59.85,5243.0,100.0,1219923.34,1219923.34,75.04,243166.04,406281.61,38461.84,273634.78,0.0,1.79,60.06,68.54,74.67,78.13,80.37,83.17,88.29,94.6,99.44,0.0,374452.17,8760.0,0.52,227980817.45,100.0,100.0,8760.0,412302.78,412302.78,25.36,26025.21,26025.21,15448.03,15448.03,1982.0,1982.0,81.93,94.43,97.45,98.63,99.21,99.52,99.75,99.89,99.94,3216.27,28946.82,8760.0,380713.63,43.44,18.21,17.7,1.17,10.0,12.27,13.26,14.36,16.1,17.7,19.36,21.35,22.45,23.76,27.45,0.34,59.85,5243.0
259,simulation,3B,1990s,Academic,Riverside,14000,0.22,1912743749.37,96.82,8481.0,100.0,1406438.93,1406438.93,100.86,218349.74,225532.81,35258.36,41786.9,0.0,0.0,66.15,77.51,79.95,81.71,85.33,89.99,94.14,97.66,99.54,2072.24,237135.75,8760.0,0.69,413297748.04,100.0,100.0,8760.0,525440.86,525440.86,37.68,47180.11,47180.11,13081.61,13081.61,609.59,609.59,66.61,78.39,97.34,99.04,99.52,99.74,99.84,99.92,99.98,7679.4,82837.04,8760.0,524909.74,44.11,18.69,18.0,0.5,9.36,11.91,13.0,14.0,16.27,18.0,20.0,22.2,23.44,25.07,29.42,0.37,96.82,8481.0
